vtkCompositeIndexArray,vtkOriginalIndices,N,Time,__vtkIsSelected__,avg(Phi_e),avg(V),avg(X),avg(Y),avg(Z),avg(vtkOriginalPointIds),max(Phi_e),max(V),max(X),max(Y),max(Z),max(vtkOriginalPointIds),med(Phi_e),med(V),med(X),med(Y),med(Z),med(vtkOriginalPointIds),min(Phi_e),min(V),min(X),min(Y),min(Z),min(vtkOriginalPointIds),q1(Phi_e),q1(V),q1(X),q1(Y),q1(Z),q1(vtkOriginalPointIds),q3(Phi_e),q3(V),q3(X),q3(Y),q3(Z),q3(vtkOriginalPointIds),std(Phi_e),std(V),std(X),std(Y),std(Z),std(vtkOriginalPointIds),vtkValidPointMask
1,69,1,69,0,0.127671,16.9784,0.16,0.2,0,218,0.127671,16.9784,0.16,0.2,0,218,0.127671,16.9784,0.16,0.2,0,218,0.127671,16.9784,0.16,0.2,0,218,0.127671,16.9784,0.16,0.2,0,218,0.127671,16.9784,0.16,0.2,0,218,0,0,0,0,0,0,1
1,70,1,70,0,0.0908364,17.1012,0.16,0.2,0,218,0.0908364,17.1012,0.16,0.2,0,218,0.0908364,17.1012,0.16,0.2,0,218,0.0908364,17.1012,0.16,0.2,0,218,0.0908364,17.1012,0.16,0.2,0,218,0.0908364,17.1012,0.16,0.2,0,218,0,0,0,0,0,0,1
1,71,1,71,0,0.0550399,17.2346,0.16,0.2,0,218,0.0550399,17.2346,0.16,0.2,0,218,0.0550399,17.2346,0.16,0.2,0,218,0.0550399,17.2346,0.16,0.2,0,218,0.0550399,17.2346,0.16,0.2,0,218,0.0550399,17.2346,0.16,0.2,0,218,0,0,0,0,0,0,1
1,72,1,72,0,0.0211189,17.3722,0.16,0.2,0,218,0.0211189,17.3722,0.16,0.2,0,218,0.0211189,17.3722,0.16,0.2,0,218,0.0211189,17.3722,0.16,0.2,0,218,0.0211189,17.3722,0.16,0.2,0,218,0.0211189,17.3722,0.16,0.2,0,218,0,0,0,0,0,0,1
1,73,1,73,0,-0.0101184,17.5098,0.16,0.2,0,218,-0.0101184,17.5098,0.16,0.2,0,218,-0.0101184,17.5098,0.16,0.2,0,218,-0.0101184,17.5098,0.16,0.2,0,218,-0.0101184,17.5098,0.16,0.2,0,218,-0.0101184,17.5098,0.16,0.2,0,218,0,0,0,0,0,0,1
1,74,1,74,0,-0.0372522,17.6449,0.16,0.2,0,218,-0.0372522,17.6449,0.16,0.2,0,218,-0.0372522,17.6449,0.16,0.2,0,218,-0.0372522,17.6449,0.16,0.2,0,218,-0.0372522,17.6449,0.16,0.2,0,218,-0.0372522,17.6449,0.16,0.2,0,218,0,0,0,0,0,0,1
1,75,1,75,0,-0.0606958,17.778,0.16,0.2,0,218,-0.0606958,17.778,0.16,0.2,0,218,-0.0606958,17.778,0.16,0.2,0,218,-0.0606958,17.778,0.16,0.2,0,218,-0.0606958,17.778,0.16,0.2,0,218,-0.0606958,17.778,0.16,0.2,0,218,0,0,0,0,0,0,1
1,76,1,76,0,-0.0812782,17.9108,0.16,0.2,0,218,-0.0812782,17.9108,0.16,0.2,0,218,-0.0812782,17.9108,0.16,0.2,0,218,-0.0812782,17.9108,0.16,0.2,0,218,-0.0812782,17.9108,0.16,0.2,0,218,-0.0812782,17.9108,0.16,0.2,0,218,0,0,0,0,0,0,1
1,77,1,77,0,-0.0996049,18.0436,0.16,0.2,0,218,-0.0996049,18.0436,0.16,0.2,0,218,-0.0996049,18.0436,0.16,0.2,0,218,-0.0996049,18.0436,0.16,0.2,0,218,-0.0996049,18.0436,0.16,0.2,0,218,-0.0996049,18.0436,0.16,0.2,0,218,0,0,0,0,0,0,1
1,78,1,78,0,-0.115831,18.1756,0.16,0.2,0,218,-0.115831,18.1756,0.16,0.2,0,218,-0.115831,18.1756,0.16,0.2,0,218,-0.115831,18.1756,0.16,0.2,0,218,-0.115831,18.1756,0.16,0.2,0,218,-0.115831,18.1756,0.16,0.2,0,218,0,0,0,0,0,0,1
